id,Id,Geography,Population,Unemployment Rate,Population Percent,Z Score,dM Score,P(D|M),P(M|D),Surprise,SignedSurprise
18091,0500000US18091,"LaPorte County, Indiana",111467,0.107,0.000361032,0.58754621,0.011163872,0.991092704,0.495546352,0.006396555,0.006396555
18093,0500000US18093,"Lawrence County, Indiana",46134,0.111,0.000149424,0.708377051,0.008659139,0.993091093,0.496545547,0.004966467,0.004966467
18095,0500000US18095,"Madison County, Indiana",131636,0.097,0.000426358,0.285469108,0.005894488,0.995296906,0.497648453,0.003384575,0.003384575
18097,0500000US18097,"Marion County, Indiana",903393,0.084,0.002926012,-0.107231124,-0.005800412,0.995371966,0.497685983,0.003330683,-0.003330683
18099,0500000US18099,"Marshall County, Indiana",47051,0.114,0.000152394,0.799000182,0.009863498,0.992130195,0.496065097,0.005654468,0.005654468
18101,0500000US18101,"Martin County, Indiana",10334,0.063,3.35E-05,-0.741593038,-0.004290417,0.996576753,0.498288376,0.002465119,-0.002465119
18103,0500000US18103,"Miami County, Indiana",36903,0.123,0.000119526,1.070869573,0.011707578,0.990658917,0.495329459,0.006706597,0.006706597
18105,0500000US18105,"Monroe County, Indiana",137974,0.056,0.000446886,-0.953047009,-0.020147103,0.983926025,0.491963013,0.01150123,-0.01150123
18107,0500000US18107,"Montgomery County, Indiana",38124,0.097,0.00012348,0.285469108,0.003172181,0.99746897,0.498734485,0.00182344,0.00182344
18109,0500000US18109,"Morgan County, Indiana",68894,0.075,0.000223142,-0.379100516,-0.005662976,0.995481623,0.497740811,0.003251946,-0.003251946
18111,0500000US18111,"Newton County, Indiana",14244,0.089,4.61E-05,0.043807427,0.000297552,0.999762588,0.499881294,0.000171237,0.000171237
18113,0500000US18113,"Noble County, Indiana",47536,0.145,0.000153965,1.735439197,0.021533785,0.982819853,0.491409927,0.012285786,0.012285786
18115,0500000US18115,"Ohio County, Indiana",6128,0.105,1.98E-05,0.52713079,0.002348429,0.998126227,0.499063113,0.001350375,0.001350375
18117,0500000US18117,"Orange County, Indiana",19840,0.092,6.43E-05,0.134430558,0.001077627,0.999140178,0.499570089,0.000619964,0.000619964
18119,0500000US18119,"Owen County, Indiana",21575,0.081,6.99E-05,-0.197854254,-0.001653943,0.998680345,0.499340173,0.000951301,-0.000951301
18121,0500000US18121,"Parke County, Indiana",17339,0.083,5.62E-05,-0.137438834,-0.001029962,0.999178209,0.499589105,0.000592553,-0.000592553
18123,0500000US18123,"Perry County, Indiana",19338,0.088,6.26E-05,0.013599717,0.00010763,0.999914123,0.499957062,6.19E-05,6.19E-05
18125,0500000US18125,"Pike County, Indiana",12845,0.087,4.16E-05,-0.016607993,-0.000107123,0.999914528,0.499957264,6.17E-05,-6.17E-05
18127,0500000US18127,"Porter County, Indiana",164343,0.082,0.000532293,-0.167646544,-0.003867852,0.996913908,0.498456954,0.002222706,-0.002222706
18129,0500000US18129,"Posey County, Indiana",25910,0.07,8.39E-05,-0.530139066,-0.004856498,0.996125091,0.498062545,0.002789734,-0.002789734
18131,0500000US18131,"Pulaski County, Indiana",13402,0.095,4.34E-05,0.225053688,0.001482759,0.99881693,0.499408465,0.0008529,0.0008529
18133,0500000US18133,"Putnam County, Indiana",37963,0.082,0.000122959,-0.167646544,-0.001858979,0.99851675,0.499258375,0.001069145,-0.001069145
18135,0500000US18135,"Randolph County, Indiana",26171,0.102,8.48E-05,0.436507659,0.004018849,0.996793431,0.498396716,0.002309338,0.002309338
18137,0500000US18137,"Ripley County, Indiana",28818,0.091,9.33E-05,0.104222847,0.001006919,0.999196595,0.499598298,0.000579301,0.000579301
18139,0500000US18139,"Rush County, Indiana",17392,0.095,5.63E-05,0.225053688,0.00168912,0.998652278,0.499326139,0.000971521,0.000971521
18141,0500000US18141,"St. Joseph County, Indiana",266931,0.104,0.000864566,0.49692308,0.014611282,0.988342298,0.494171149,0.008360046,0.008360046
18143,0500000US18143,"Scott County, Indiana",24181,0.121,7.83E-05,1.010454153,0.008942386,0.992865104,0.496432552,0.005128335,0.005128335
18145,0500000US18145,"Shelby County, Indiana",44436,0.088,0.000143924,0.013599717,0.000163154,0.999869822,0.499934911,9.39E-05,9.39E-05
18147,0500000US18147,"Spencer County, Indiana",20952,0.081,6.79E-05,-0.197854254,-0.001629888,0.998699538,0.499349769,0.000937475,-0.000937475
18149,0500000US18149,"Starke County, Indiana",23363,0.126,7.57E-05,1.161492704,0.0101037,0.991938551,0.495969275,0.005791604,0.005791604
18151,0500000US18151,"Steuben County, Indiana",34185,0.129,0.000110722,1.252115834,0.013175344,0.989487901,0.49474395,0.00754288,0.00754288
18153,0500000US18153,"Sullivan County, Indiana",21475,0.093,6.96E-05,0.164638268,0.001373084,0.998904438,0.499452219,0.000789848,0.000789848
18155,0500000US18155,"Switzerland County, Indiana",10613,0.07,3.44E-05,-0.530139066,-0.003108197,0.997520022,0.498760011,0.001786706,-0.001786706
18157,0500000US18157,"Tippecanoe County, Indiana",172780,0.085,0.000559619,-0.077023414,-0.001822087,0.998546186,0.499273093,0.001047943,-0.001047943
18159,0500000US18159,"Tipton County, Indiana",15936,0.103,5.16E-05,0.46671537,0.003353061,0.99732465,0.498662325,0.001927274,0.001927274
18161,0500000US18161,"Union County, Indiana",7516,0.086,2.43E-05,-0.046815704,-0.000230985,0.9998157,0.49990785,0.000132932,-0.000132932
18163,0500000US18163,"Vanderburgh County, Indiana",179703,0.074,0.000582042,-0.409308226,-0.009874788,0.992121187,0.496060593,0.005660914,-0.005660914
18165,0500000US18165,"Vermillion County, Indiana",16212,0.108,5.25E-05,0.61775392,0.004476447,0.996428324,0.498214162,0.002571813,0.002571813
18167,0500000US18167,"Vigo County, Indiana",107848,0.092,0.00034931,0.134430558,0.002512486,0.997995328,0.498997664,0.001444615,0.001444615
18169,0500000US18169,"Wabash County, Indiana",32888,0.12,0.000106521,0.980246443,0.010117045,0.991927904,0.495963952,0.005799222,0.005799222
18171,0500000US18171,"Warren County, Indiana",8508,0.101,2.76E-05,0.406299949,0.002132849,0.998298234,0.499149117,0.00122652,0.00122652
18173,0500000US18173,"Warrick County, Indiana",59689,0.069,0.000193327,-0.560346777,-0.007791188,0.993783594,0.496891797,0.004470222,-0.004470222
18175,0500000US18175,"Washington County, Indiana",28262,0.112,9.15E-05,0.738584761,0.007066452,0.994361834,0.497180917,0.00405559,0.00405559
18177,0500000US18177,"Wayne County, Indiana",68917,0.109,0.000223216,0.647961631,0.00968082,0.992275944,0.496137972,0.005550155,0.005550155
18179,0500000US18179,"Wells County, Indiana",27636,0.091,8.95E-05,0.104222847,0.000986053,0.999213244,0.499606622,0.000567301,0.000567301
18181,0500000US18181,"White County, Indiana",24643,0.094,7.98E-05,0.194845978,0.001740756,0.998611078,0.499305539,0.001001199,0.001001199
18183,0500000US18183,"Whitley County, Indiana",33292,0.116,0.00010783,0.859415602,0.008924273,0.992879555,0.496439778,0.005117985,0.005117985
19001,0500000US19001,"Adair County, Iowa",7682,0.051,2.49E-05,-1.10408556,-0.00550731,0.995605824,0.497802912,0.003162753,-0.003162753
19003,0500000US19003,"Adams County, Iowa",4029,0.06,1.30E-05,-0.832216168,-0.003006315,0.997601312,0.498800656,0.001728211,-0.001728211
19005,0500000US19005,"Allamakee County, Iowa",14330,0.093,4.64E-05,0.164638268,0.00112164,0.999105061,0.49955253,0.000645273,0.000645273
19007,0500000US19007,"Appanoose County, Iowa",12887,0.094,4.17E-05,0.194845978,0.00125883,0.998995599,0.4994978,0.000724158,0.000724158
19009,0500000US19009,"Audubon County, Iowa",6119,0.051,1.98E-05,-1.10408556,-0.004915216,0.996078241,0.49803912,0.002823397,-0.002823397
19011,0500000US19011,"Benton County, Iowa",26076,0.058,8.45E-05,-0.892631589,-0.008203372,0.99345473,0.496727365,0.004705929,-0.004705929
19013,0500000US19013,"Black Hawk County, Iowa",131090,0.058,0.000424589,-0.892631589,-0.018393174,0.985325198,0.492662599,0.010507579,-0.010507579
19015,0500000US19015,"Boone County, Iowa",26306,0.059,8.52E-05,-0.862423878,-0.007960637,0.993648398,0.496824199,0.004567131,-0.004567131
19017,0500000US19017,"Bremer County, Iowa",24276,0.05,7.86E-05,-1.13429327,-0.010058045,0.991974976,0.495987488,0.005765541,-0.005765541
19019,0500000US19019,"Buchanan County, Iowa",20958,0.059,6.79E-05,-0.862423878,-0.007105511,0.99433067,0.497165335,0.004077943,-0.004077943
19021,0500000US19021,"Buena Vista County, Iowa",20260,0.055,6.56E-05,-0.983254719,-0.007964993,0.993644922,0.496822461,0.004569622,-0.004569622
19023,0500000US19023,"Butler County, Iowa",14867,0.06,4.82E-05,-0.832216168,-0.00577494,0.99539229,0.497696145,0.003316091,-0.003316091
19025,0500000US19025,"Calhoun County, Iowa",9670,0.054,3.13E-05,-1.013462429,-0.005671795,0.995474586,0.497737293,0.003256998,-0.003256998
19027,0500000US19027,"Carroll County, Iowa",20816,0.042,6.74E-05,-1.375954952,-0.011298024,0.990985673,0.495492836,0.006473067,-0.006473067
19029,0500000US19029,"Cass County, Iowa",13956,0.058,4.52E-05,-0.892631589,-0.006001397,0.995211606,0.497605803,0.003445813,-0.003445813
19031,0500000US19031,"Cedar County, Iowa",18499,0.057,5.99E-05,-0.922839299,-0.007143316,0.994300507,0.497150253,0.004099577,-0.004099577
19033,0500000US19033,"Cerro Gordo County, Iowa",44151,0.067,0.000143001,-0.620762197,-0.007423269,0.994077143,0.497038571,0.004259761,-0.004259761
19035,0500000US19035,"Cherokee County, Iowa",12072,0.044,3.91E-05,-1.315539531,-0.008226085,0.993436608,0.496718304,0.004718915,-0.004718915
19037,0500000US19037,"Chickasaw County, Iowa",12439,0.084,4.03E-05,-0.107231124,-0.000680633,0.999456933,0.499728467,0.000391634,-0.000391634
19039,0500000US19039,"Clarke County, Iowa",9286,0.074,3.01E-05,-0.409308226,-0.002244732,0.998208965,0.499104482,0.001290801,-0.001290801
19041,0500000US19041,"Clay County, Iowa",16667,0.062,5.40E-05,-0.771800748,-0.005670659,0.995475493,0.497737746,0.003256348,-0.003256348
19043,0500000US19043,"Clayton County, Iowa",18129,0.079,5.87E-05,-0.258269675,-0.001979065,0.998420936,0.499210468,0.001138154,-0.001138154
19045,0500000US19045,"Clinton County, Iowa",49116,0.077,0.000159082,-0.318685095,-0.004019508,0.996792905,0.498396453,0.002309716,-0.002309716
19047,0500000US19047,"Crawford County, Iowa",17096,0.047,5.54E-05,-1.224916401,-0.00911493,0.992727438,0.496363719,0.005226922,-0.005226922
19049,0500000US19049,"Dallas County, Iowa",66135,0.051,0.000214206,-1.10408556,-0.016159133,0.987107438,0.493553719,0.009239808,-0.009239808
19051,0500000US19051,"Davis County, Iowa",8753,0.101,2.84E-05,0.406299949,0.002163341,0.998273905,0.499136953,0.001244039,0.001244039
19053,0500000US19053,"Decatur County, Iowa",8457,0.066,2.74E-05,-0.650969907,-0.003406973,0.997281634,0.498640817,0.001958219,-0.001958219
19055,0500000US19055,"Delaware County, Iowa",17764,0.068,5.75E-05,-0.590554487,-0.004479505,0.996425884,0.498212942,0.002573567,-0.002573567
19057,0500000US19057,"Des Moines County, Iowa",40325,0.082,0.000130609,-0.167646544,-0.001915938,0.998471304,0.499235652,0.001101878,-0.001101878
19059,0500000US19059,"Dickinson County, Iowa",16667,0.058,5.40E-05,-0.892631589,-0.006558441,0.994767159,0.497383579,0.003764804,-0.003764804
19061,0500000US19061,"Dubuque County, Iowa",93653,0.06,0.000303334,-0.832216168,-0.01449428,0.988435643,0.494217821,0.008293499,-0.008293499
19063,0500000US19063,"Emmet County, Iowa",10302,0.086,3.34E-05,-0.046815704,-0.000270428,0.99978423,0.499892115,0.000155629,-0.000155629
19065,0500000US19065,"Fayette County, Iowa",20880,0.085,6.76E-05,-0.077023414,-0.000633414,0.999494609,0.499747304,0.000364471,-0.000364471
19067,0500000US19067,"Floyd County, Iowa",16303,0.087,5.28E-05,-0.016607993,-0.000120684,0.999903708,0.499951854,6.95E-05,-6.95E-05
19069,0500000US19069,"Franklin County, Iowa",10680,0.07,3.46E-05,-0.530139066,-0.003117993,0.997512206,0.498756103,0.00179233,-0.00179233
19071,0500000US19071,"Fremont County, Iowa",7441,0.07,2.41E-05,-0.530139066,-0.002602586,0.997923439,0.49896172,0.001496366,-0.001496366
19073,0500000US19073,"Greene County, Iowa",9336,0.063,3.02E-05,-0.741593038,-0.004077986,0.996746247,0.498373124,0.002343264,-0.002343264
19075,0500000US19075,"Grundy County, Iowa",12453,0.049,4.03E-05,-1.16450098,-0.007395653,0.994099177,0.497049588,0.004243961,-0.004243961
19077,0500000US19077,"Guthrie County, Iowa",10954,0.056,3.55E-05,-0.953047009,-0.005676758,0.995470627,0.497735314,0.003259841,-0.003259841
19079,0500000US19079,"Hamilton County, Iowa",15673,0.081,5.08E-05,-0.197854254,-0.001409682,0.998875237,0.499437618,0.000810889,-0.000810889
19081,0500000US19081,"Hancock County, Iowa",11341,0.09,3.67E-05,0.074015137,0.000448586,0.99964208,0.49982104,0.000258138,0.000258138
19083,0500000US19083,"Hardin County, Iowa",17534,0.06,5.68E-05,-0.832216168,-0.00627157,0.994996044,0.497498022,0.003600545,-0.003600545
19085,0500000US19085,"Harrison County, Iowa",14928,0.044,4.84E-05,-1.315539531,-0.009147541,0.99270142,0.49635071,0.005245553,-0.005245553
19087,0500000US19087,"Henry County, Iowa",20145,0.088,6.52E-05,0.013599717,0.000109853,0.99991235,0.499956175,6.32E-05,6.32E-05
19089,0500000US19089,"Howard County, Iowa",9566,0.086,3.10E-05,-0.046815704,-0.000260589,0.99979208,0.49989604,0.000149967,-0.000149967
19091,0500000US19091,"Humboldt County, Iowa",9815,0.062,3.18E-05,-0.771800748,-0.00435161,0.996527928,0.498263964,0.002500217,-0.002500217
19093,0500000US19093,"Ida County, Iowa",7089,0.058,2.30E-05,-0.892631589,-0.004277248,0.996587261,0.49829363,0.002457566,-0.002457566
19095,0500000US19095,"Iowa County, Iowa",16355,0.058,5.30E-05,-0.892631589,-0.006496765,0.994816368,0.497408184,0.003729492,-0.003729492
19097,0500000US19097,"Jackson County, Iowa",19848,0.077,6.43E-05,-0.318685095,-0.00255517,0.997961272,0.498980636,0.001469132,-0.001469132
19099,0500000US19099,"Jasper County, Iowa",36842,0.081,0.000119328,-0.197854254,-0.002161308,0.998275527,0.499137764,0.001242871,-0.001242871
19101,0500000US19101,"Jefferson County, Iowa",16843,0.087,5.46E-05,-0.016607993,-0.000122667,0.999902126,0.499951063,7.06E-05,-7.06E-05
19103,0500000US19103,"Johnson County, Iowa",130882,0.044,0.000423915,-1.315539531,-0.027085916,0.978391208,0.489195604,0.015417809,-0.015417809
19105,0500000US19105,"Jones County, Iowa",20638,0.063,6.68E-05,-0.741593038,-0.006063161,0.995162327,0.497581164,0.003481189,-0.003481189
19107,0500000US19107,"Keokuk County, Iowa",10511,0.071,3.40E-05,-0.499931356,-0.002916971,0.997672598,0.498836299,0.001676911,-0.001676911
19109,0500000US19109,"Kossuth County, Iowa",15543,0.056,5.03E-05,-0.953047009,-0.006762097,0.994604668,0.497302334,0.003881391,-0.003881391
19111,0500000US19111,"Lee County, Iowa",35862,0.114,0.000116154,0.799000182,0.008611202,0.99312934,0.49656467,0.004939069,0.004939069
19113,0500000US19113,"Linn County, Iowa",211226,0.065,0.000684143,-0.681177617,-0.017816964,0.985784871,0.492892436,0.010180819,-0.010180819
19115,0500000US19115,"Louisa County, Iowa",11387,0.08,3.69E-05,-0.228061965,-0.001385024,0.998894911,0.499447456,0.000796712,-0.000796712
19117,0500000US19117,"Lucas County, Iowa",8898,0.06,2.88E-05,-0.832216168,-0.004467679,0.996435319,0.49821766,0.002566785,-0.002566785
19119,0500000US19119,"Lyon County, Iowa",11581,0.043,3.75E-05,-1.345747241,-0.008242068,0.993423856,0.496711928,0.004728053,-0.004728053
19121,0500000US19121,"Madison County, Iowa",15679,0.058,5.08E-05,-0.892631589,-0.006361083,0.994924624,0.497462312,0.003651803,-0.003651803
19123,0500000US19123,"Mahaska County, Iowa",22381,0.077,7.25E-05,-0.318685095,-0.002713321,0.997835086,0.498917543,0.001559964,-0.001559964
19125,0500000US19125,"Marion County, Iowa",33309,0.057,0.000107885,-0.922839299,-0.009585318,0.99235214,0.49617607,0.005495615,-0.005495615
19127,0500000US19127,"Marshall County, Iowa",40648,0.07,0.000131655,-0.530139066,-0.006082877,0.995146596,0.497573298,0.003492481,-0.003492481
19129,0500000US19129,"Mills County, Iowa",15059,0.043,4.88E-05,-1.345747241,-0.009398558,0.992501146,0.496250573,0.005388947,-0.005388947
19131,0500000US19131,"Mitchell County, Iowa",10776,0.054,3.49E-05,-1.013462429,-0.00598737,0.995222798,0.497611399,0.003437778,-0.003437778
19133,0500000US19133,"Monona County, Iowa",9243,0.071,2.99E-05,-0.499931356,-0.002735373,0.997817491,0.498908746,0.001572628,-0.001572628
19135,0500000US19135,"Monroe County, Iowa",7970,0.075,2.58E-05,-0.379100516,-0.001926119,0.99846318,0.49923159,0.001107729,-0.001107729
19137,0500000US19137,"Montgomery County, Iowa",10740,0.087,3.48E-05,-0.016607993,-9.80E-05,0.999921845,0.499960922,5.64E-05,-5.64E-05
19139,0500000US19139,"Muscatine County, Iowa",42745,0.089,0.000138447,0.043807427,0.000515454,0.999588727,0.499794364,0.00029661,0.00029661
19141,0500000US19141,"O'Brien County, Iowa",14398,0.053,4.66E-05,-1.04367014,-0.007127119,0.99431343,0.497156715,0.004090308,-0.004090308
19143,0500000US19143,"Osceola County, Iowa",6462,0.054,2.09E-05,-1.013462429,-0.004636506,0.996300617,0.498150309,0.002663599,-0.002663599
19145,0500000US19145,"Page County, Iowa",15932,0.087,5.16E-05,-0.016607993,-0.000119303,0.99990481,0.499952405,6.87E-05,-6.87E-05
19147,0500000US19147,"Palo Alto County, Iowa",9421,0.07,3.05E-05,-0.530139066,-0.002928451,0.997663437,0.498831719,0.001683503,-0.001683503
19149,0500000US19149,"Plymouth County, Iowa",24986,0.047,8.09E-05,-1.224916401,-0.011019312,0.991208039,0.49560402,0.006314098,-0.006314098
19151,0500000US19151,"Pocahontas County, Iowa",7310,0.052,2.37E-05,-1.07387785,-0.005225324,0.995830814,0.497915407,0.003001154,-0.003001154
19153,0500000US19153,"Polk County, Iowa",430640,0.062,0.001394806,-0.771800748,-0.028824517,0.977004548,0.488502274,0.016395513,-0.016395513
19155,0500000US19155,"Pottawattamie County, Iowa",93158,0.048,0.000301731,-1.19470869,-0.020752564,0.983443038,0.491721519,0.0118439,-0.0118439
19157,0500000US19157,"Poweshiek County, Iowa",18914,0.066,6.13E-05,-0.650969907,-0.005095095,0.99593472,0.49796736,0.002926511,-0.002926511
19159,0500000US19159,"Ringgold County, Iowa",5131,0.053,1.66E-05,-1.04367014,-0.004254651,0.99660529,0.498302645,0.002444604,-0.002444604
19161,0500000US19161,"Sac County, Iowa",10350,0.047,3.35E-05,-1.224916401,-0.007092123,0.994341352,0.497170676,0.004070281,-0.004070281
19163,0500000US19163,"Scott County, Iowa",165224,0.073,0.000535146,-0.439515936,-0.010167422,0.991887711,0.495943855,0.00582798,-0.00582798
19165,0500000US19165,"Shelby County, Iowa",12167,0.039,3.94E-05,-1.466578082,-0.009206543,0.992654345,0.496327173,0.005279261,-0.005279261
19167,0500000US19167,"Sioux County, Iowa",33704,0.041,0.000109164,-1.406162662,-0.014691832,0.988278036,0.494139018,0.008405857,-0.008405857
19169,0500000US19169,"Story County, Iowa",89542,0.045,0.000290019,-1.285331821,-0.02188912,0.982536403,0.491268202,0.012486679,-0.012486679
19171,0500000US19171,"Tama County, Iowa",17767,0.066,5.75E-05,-0.650969907,-0.004938188,0.996059912,0.498029956,0.002836566,-0.002836566
19173,0500000US19173,"Taylor County, Iowa",6317,0.067,2.05E-05,-0.620762197,-0.002807892,0.997759629,0.498879815,0.001614274,-0.001614274
19175,0500000US19175,"Union County, Iowa",12534,0.06,4.06E-05,-0.832216168,-0.0053025,0.995769237,0.497884619,0.003045385,-0.003045385
19177,0500000US19177,"Van Buren County, Iowa",7570,0.08,2.45E-05,-0.228061965,-0.001129277,0.999098968,0.499549484,0.000649665,-0.000649665
19179,0500000US19179,"Wapello County, Iowa",35625,0.094,0.000115386,0.194845978,0.002092997,0.998330031,0.499165016,0.001203621,0.001203621
19181,0500000US19181,"Warren County, Iowa",46225,0.058,0.000149719,-0.892631589,-0.010922206,0.991285514,0.495642757,0.006258703,-0.006258703
19183,0500000US19183,"Washington County, Iowa",21704,0.049,7.03E-05,-1.16450098,-0.009763587,0.992209908,0.496104954,0.005597419,-0.005597419
19185,0500000US19185,"Wayne County, Iowa",6403,0.064,2.07E-05,-0.711385328,-0.003239637,0.997415148,0.498707574,0.001862164,-0.001862164
19187,0500000US19187,"Webster County, Iowa",38013,0.083,0.000123121,-0.137438834,-0.001525019,0.998783212,0.499391606,0.000877193,-0.000877193
19189,0500000US19189,"Winnebago County, Iowa",10866,0.091,3.52E-05,0.104222847,0.000618297,0.99950667,0.499753335,0.000355775,0.000355775
19191,0500000US19191,"Winneshiek County, Iowa",21056,0.058,6.82E-05,-0.892631589,-0.007371567,0.994118393,0.497059197,0.004230181,-0.004230181
19193,0500000US19193,"Woodbury County, Iowa",102172,0.057,0.000330926,-0.922839299,-0.016787719,0.986605968,0.493302984,0.009596756,-0.009596756
19195,0500000US19195,"Worth County, Iowa",7598,0.063,2.46E-05,-0.741593038,-0.003678874,0.99706469,0.498532345,0.002114268,-0.002114268
19197,0500000US19197,"Wright County, Iowa",13229,0.084,4.28E-05,-0.107231124,-0.000701914,0.999439954,0.499719977,0.000403875,-0.000403875
20001,0500000US20001,"Allen County, Kansas",13371,0.078,4.33E-05,-0.288477385,-0.001898425,0.998485277,0.499242639,0.001091814,-0.001091814
20003,0500000US20003,"Anderson County, Kansas",8102,0.079,2.62E-05,-0.258269675,-0.001323028,0.998944376,0.499472188,0.000761069,-0.000761069
20005,0500000US20005,"Atchison County, Kansas",16924,0.081,5.48E-05,-0.197854254,-0.001464861,0.99883121,0.499415605,0.000842611,-0.000842611
20007,0500000US20007,"Barber County, Kansas",4861,0.051,1.57E-05,-1.10408556,-0.004380919,0.996504544,0.498252272,0.002517027,-0.002517027
20009,0500000US20009,"Barton County, Kansas",27674,0.061,8.96E-05,-0.802008458,-0.00759302,0.993941704,0.496970852,0.004356872,-0.004356872
20011,0500000US20011,"Bourbon County, Kansas",15173,0.065,4.91E-05,-0.681177617,-0.004775246,0.996189919,0.49809496,0.00274315,-0.00274315
20013,0500000US20013,"Brown County, Kansas",9984,0.056,3.23E-05,-0.953047009,-0.005419588,0.995675816,0.497837908,0.003112486,-0.003112486
20015,0500000US20015,"Butler County, Kansas",65880,0.072,0.00021338,-0.469723646,-0.006861497,0.99452536,0.49726268,0.003938288,-0.003938288
20017,0500000US20017,"Chase County, Kansas",2790,0.054,9.04E-06,-1.013462429,-0.003046558,0.997569202,0.498784601,0.001751317,-0.001751317
20019,0500000US20019,"Chautauqua County, Kansas",3669,0.084,1.19E-05,-0.107231124,-0.000369653,0.999705059,0.49985253,0.000212723,-0.000212723
20021,0500000US20021,"Cherokee County, Kansas",21603,0.085,7.00E-05,-0.077023414,-0.000644287,0.999485933,0.499742967,0.000370725,-0.000370725
20023,0500000US20023,"Cheyenne County, Kansas",2726,0.037,8.83E-06,-1.526993502,-0.004537324,0.996379752,0.498189876,0.002606724,-0.002606724
20025,0500000US20025,"Clark County, Kansas",2215,0.037,7.17E-06,-1.526993502,-0.004090004,0.996736658,0.498368329,0.002350158,-0.002350158
20027,0500000US20027,"Clay County, Kansas",8535,0.042,2.76E-05,-1.375954952,-0.007234452,0.994227793,0.497113896,0.004151727,-0.004151727
20029,0500000US20029,"Cloud County, Kansas",9533,0.045,3.09E-05,-1.285331821,-0.007142162,0.994301427,0.497150714,0.004098916,-0.004098916
20031,0500000US20031,"Coffey County, Kansas",8601,0.057,2.79E-05,-0.922839299,-0.004870799,0.99611368,0.49805684,0.002797933,-0.002797933
20033,0500000US20033,"Comanche County, Kansas",1891,0.038,6.12E-06,-1.496785792,-0.003704291,0.99704441,0.498522205,0.002128854,-0.002128854
20035,0500000US20035,"Cowley County, Kansas",36311,0.076,0.000117608,-0.348892805,-0.003783648,0.996981093,0.498490546,0.002174391,-0.002174391
20037,0500000US20037,"Crawford County, Kansas",39134,0.081,0.000126752,-0.197854254,-0.002227523,0.998222695,0.499111348,0.001280914,-0.001280914
20039,0500000US20039,"Decatur County, Kansas",2961,0.033,9.59E-06,-1.647824343,-0.005103049,0.995928373,0.497964187,0.00293107,-0.00293107
20041,0500000US20041,"Dickinson County, Kansas",19754,0.051,6.40E-05,-1.10408556,-0.008831407,0.992953648,0.496476824,0.005064918,-0.005064918
20043,0500000US20043,"Doniphan County, Kansas",7945,0.088,2.57E-05,0.013599717,6.90E-05,0.999944955,0.499972478,3.97E-05,3.97E-05
20045,0500000US20045,"Douglas County, Kansas",110826,0.054,0.000358956,-1.013462429,-0.01920119,0.984680609,0.492340304,0.010965525,-0.010965525
20047,0500000US20047,"Edwards County, Kansas",3037,0.044,9.84E-06,-1.315539531,-0.004125969,0.996707962,0.498353981,0.00237079,-0.00237079
20049,0500000US20049,"Elk County, Kansas",2882,0.11,9.33E-06,0.678169341,0.002071976,0.998346803,0.499173402,0.001191543,0.001191543
20051,0500000US20051,"Ellis County, Kansas",28452,0.036,9.22E-05,-1.557201213,-0.014948609,0.98807318,0.49403659,0.008551872,-0.008551872
20053,0500000US20053,"Ellsworth County, Kansas",6497,0.041,2.10E-05,-1.406162662,-0.006450474,0.994853302,0.497426651,0.003702988,-0.003702988
20055,0500000US20055,"Finney County, Kansas",36776,0.043,0.000119114,-1.345747241,-0.014687416,0.988281559,0.494140779,0.008403346,-0.008403346
20057,0500000US20057,"Ford County, Kansas",33848,0.038,0.000109631,-1.496785792,-0.01567205,0.987496025,0.493748012,0.008963084,-0.008963084
20059,0500000US20059,"Franklin County, Kansas",25992,0.071,8.42E-05,-0.499931356,-0.004587012,0.996340107,0.498170053,0.002635218,-0.002635218
20061,0500000US20061,"Geary County, Kansas",34362,0.069,0.000111296,-0.560346777,-0.005911474,0.995283354,0.497641677,0.003394304,-0.003394304
20063,0500000US20063,"Gove County, Kansas",2695,0.035,8.73E-06,-1.587408923,-0.004689946,0.996257978,0.498128989,0.002694242,-0.002694242
20065,0500000US20065,"Graham County, Kansas",2597,0.043,8.41E-06,-1.345747241,-0.003903005,0.99688586,0.49844293,0.002242876,-0.002242876
20067,0500000US20067,"Grant County, Kansas",7829,0.042,2.54E-05,-1.375954952,-0.006928784,0.994471675,0.497235837,0.0039768,-0.0039768
20069,0500000US20069,"Gray County, Kansas",6006,0.034,1.95E-05,-1.617616633,-0.007134572,0.994307483,0.497153742,0.004094573,-0.004094573
20071,0500000US20071,"Greeley County, Kansas",1247,0.045,4.04E-06,-1.285331821,-0.002583141,0.997938954,0.498969477,0.001485197,-0.001485197
20073,0500000US20073,"Greenwood County, Kansas",6689,0.072,2.17E-05,-0.469723646,-0.002186365,0.998255534,0.499127767,0.001257268,-0.001257268
20075,0500000US20075,"Hamilton County, Kansas",2690,0.042,8.71E-06,-1.375954952,-0.00406144,0.996759449,0.498379724,0.002333772,-0.002333772
20077,0500000US20077,"Harper County, Kansas",6034,0.056,1.95E-05,-0.953047009,-0.004213244,0.996638327,0.498319164,0.002420854,-0.002420854
20079,0500000US20079,"Harvey County, Kansas",34684,0.074,0.000112338,-0.409308226,-0.004338251,0.996538587,0.498269294,0.002492555,-0.002492555
20081,0500000US20081,"Haskell County, Kansas",4256,0.037,1.38E-05,-1.526993502,-0.005669407,0.995476492,0.497738246,0.00325563,-0.00325563
